col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028
2009,19540,7914,34815,26546,30009,1262,67621,980,4463,1371,44168,2009,315,3,188,-,9708,20217,,,,269118,,,,,
2010,25965,10276,37423,29903,34591,5328,76638,1530,5106,2310,53299,2010,311,52,193,-,13574,25745,,,,322243,,,,,
2011,31360,13765,41187,29472,35668,9358,82854,2120,6789,2336,67535,2011,300,53,276,-,15938,28774,,,,367784,,,,,
2012,44342,15009,42174,31109,38490,12164,84015,2247,8083,3966,86102,2012,451,74,395,12,25641,31120,,,,425397,,,,,
2013,51324,15308,38208,29868,35682,11580,79459,2164,7334,3224,88726,2013,445,785,378,856,23464,32295,,,,421099,,,,,
2014,54992,11570,38862,46290,49101,11039,80790,1393,6582,1549,78030,2014,309,696,904,4309,16808,40494,,,,443719,,,,,
2015,58698,8792,41659,56449,47163,6908,78401,842,4790,1043,59828,2015,270,470,3477,3239,11687,32604,,,,416320,,,,,
2016,52804,8758,45074,54968,48568,7470,87235,892,3862,886,51897,2016,228,395,2963,2551,11483,37042,,,,417076,,,,,
2017,65119,18188,45273,50864,45803,7918,109523,1057,4787,779,54361,2017,278,457,2914,2972,16970,20451,,,,447712,,,,,
2018,85836,28380,45870,51851,43948,10875,108093,1467,6237,1186,59303,2018,339,519,3078,4026,25192,30828,,,,507027,,,,,
2019,86873,26384,43576,49336,40887,10374,111501,1255,7893,2746,58457,2019,316,525,3166,2756,26011,27662,,,,499718,,,,,
2020,67014,21461,27514,48876,35952,7863,89572,1277,6686,4007,49101,2020,220,434,2313,2937,23112,26256,20031,1301,0,435925,,,,,
2021,95156,29432,42484,44040,41287,11244,104380,1422,9013,5396,64459,2021,260,554,3113,3900,26244,27843,34982,5518,2,550727,,,,,
2022,195128,52443,74263,51637,57469,21302,167364,3514,15558,8343,107934,2022,626,1219,5470,6139,36452,39475,37575,3409,63,885383,,,,,
2023,175419,52693,62059,55336,54089,17955,143262,3337,13819,8397,87116,2023,532,1161,4063,6563,29316,31445,29408,3880,158,780008,,,,,
2024,145472,38781,60611,66507,59569,15502,141419,4023,9972,8206,78200,2024,423,923,4338,7355,32189,31355,33045,0,218,738109,,,,,
2025,125838,39887,64887,80843,61235,12736,134295,6315,9686,4808,66027,2025,380,838,5037,6946,35053,25874,44959,0,235,725879,,,,,
2025.1,13991,3331,6354,8536,5475,1059,12099,479,941,689,5269,2025.1,66,116,603,893,2810,2463,1951,0,16,67140,,,,,
2,12834,2647,4730,7806,4971,965,10849,485,903,607,5965,2,65,110,565,820,2579,2503,3713,0,20,63138,,,,,
3,11768,2456,3714,7017,5921,892,8003,510,819,381,5319,3,38,82,504,527,3265,2533,591,0,20,54361,,,,,
4,11332,2769,3603,6500,5670,1123,6592,605,763,282,5345,4,24,71,473,555,2888,2649,6025,0,27,57296,,,,,
5,8643,2570,4868,6641,4968,1366,8867,697,714,319,6226,5,22,64,286,497,2614,2815,2509,0,22,54712,,,,,
6,9456,3729,4873,6380,4448,1248,11022,548,668,266,5500,6,18,57,319,515,2893,2392,1849,0,20,56199,,,,,
7,11526,5260,7871,7032,4733,1221,16010,529,874,470,7226,7,24,59,346,611,3524,2755,11500,0,26,81593,,,,,
8,10639,4893,7974,6409,5254,1161,16611,553,975,387,6986,8,25,56,502,777,3681,2091,2231,0,21,71227,,,,,
9,9115,4080,6688,5846,5246,938,13858,456,816,279,4984,9,7,47,406,512,3024,1237,3782,0,14,61334,,,,,
10,8205,2804,4580,4780,4779,898,9056,577,646,340,4087,10,8,40,414,368,1953,1281,4857,0,14,49686,,,,,
11,8772,2630,4253,5262,4515,964,9242,428,738,367,4047,11,32,56,251,386,2137,1166,3716,0,20,48981,,,,,
12,9556,2718,5380,8636,5257,901,12086,450,829,422,5073,12,52,79,366,484,3684,1990,2235,0,16,60212,,,,,
1) 지역 구분은 전력시장에 등록된 발전기의 소재지 기준으로 분류함,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 현재 기준 세종시 소재 발전기의 경우, 2012년 6월까지는 당시의 행정구역을 기준으로, 2012년 7월부터는 세종으로 분류함",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3) 22년 전력시장통계 개정에 따라 2020년 이후 지역별 전력거래금액 산정 시 RPS의무이행비용, 배출권거래비용 및 예측제도 정산금을 별도로 분류함",,,,,,,,,,,,,,,,,,,,,,,,,,,
4-2. 회원사별 전력거래금액,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment in Power Market by Members,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,A 회원사,,B 회원사,,C 회원사,,D 회원사,,E 회원사,,F 회원사,,기타,,합계,증감률(%),"[단위 : 억원, %]",,,,,,,,,,
,Member A,,Member B,,Member C,,Member D,,Member E,,Member F,,Others,,,,"[Unit : 100 Million Won, %]",,,,,,,,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,,,,,,,
2001,32430,34.1,11181,11.8,10167,10.7,14654,15.4,12955,13.6,13730,14.4,-,-,95117,,,,,,,,,,,,
2002,45987,34.8,14391,10.9,15881,12,20000,15.1,17724,13.4,18351,13.9,-,-,132334,39.1,,,,,,,,,,,
2003,50274,34.5,14462,9.9,17708,12.2,21114,14.5,20245,13.9,18564,12.7,3257,2.2,145623,10,,,,,,,,,,,
2004,50364,32.2,16445,10.5,18853,12.1,20370,13,27130,17.3,20048,12.8,3211,2.1,156422,7.4,,,,,,,,,,,
2005,55830,32.3,19977,11.6,22181,12.8,22023,12.8,28130,16.3,21151,12.3,3335,1.9,172626,10.4,,,,,,,,,,,
2006,55172,29.2,19633,10.4,24690,13.1,24046,12.7,32857,17.4,25013,13.2,7714,4.1,189125,9.6,,,,,,,,,,,
2007,55053,26,21402,10.1,27930,13.2,30880,14.6,37212,17.6,28615,13.5,10481,5,211572,11.9,,,,,,,,,,,
2008,57956,21.6,30968,11.6,35926,13.4,36715,13.7,46298,17.3,38748,14.5,21388,8,267999,26.7,,,,,,,,,,,
2009,51457,19.1,37188,13.8,37032,13.8,37949,14.1,46077,17.1,38165,14.2,21249,7.9,269118,0.4,,,,,,,,,,,
2010,58700,18.2,40955,12.7,47642,14.8,47386,14.7,51639,16,44352,13.8,31568,9.8,322243,19.7,,,,,,,,,,,
2011,65227,17.7,43083,11.7,49948,13.6,51864,14.1,58978,16,46976,12.8,51708,14.1,367784,14.1,,,,,,,,,,,
2012,66920,15.7,45310,10.7,54117,12.7,59350,14,69362,16.3,58345,13.7,71993,16.9,425397,15.7,,,,,,,,,,,
2013,62612,14.9,39937,9.5,56402,13.4,57307,13.6,71123,16.9,52641,12.5,81077,19.3,421099,-1,,,,,,,,,,,
2014,92251,20.8,44168,10,49832,11.2,48833,11,62692,14.1,44867,10.1,101076,22.8,443719,5.4,,,,,,,,,,,
2015,104959,25.2,49309,11.8,38795,9.3,42036,10.1,43513,10.5,40665,9.8,97043,23.3,416320,-6.2,,,,,,,,,,,
2016,111435,26.7,50485,12.1,37327,8.9,43229,10.4,43525,10.4,43178,10.4,87897,21.1,417076,0.2,,,,,,,,,,,
2017,92911,20.8,54033,12.1,46860,10.5,43535,9.7,45483,10.2,46272,10.3,118618,26.5,447712,7.3,,,,,,,,,,,
2018,88899,17.5,57975,11.4,43552,8.6,50214,9.9,57021,11.2,51580,10.2,157786,31.1,507027,13.2,,,,,,,,,,,
2019,88985,17.8,57223,11.5,47864,9.6,47033,9.4,51853,10.4,49240,9.9,157521,31.5,499718,-1.4,,,,,,,,,,,
2020,99454,22.8,42747,9.8,43717,10,37058,8.5,42074,9.7,42295,9.7,128579,29.5,435925,-12.8,,,,,,,,,,,
2021,95582,17.4,52799,9.6,56132,10.2,52368,9.5,59791,10.9,51293,9.3,182762,33.2,550727,26.3,,,,,,,,,,,
2022,106300,12,76453,8.6,90039,10.2,84012,9.5,95273,10.8,72347,8.2,360958,40.8,885383,60.8,,,,,,,,,,,
2023,110067,14.1,63598,8.2,76099,9.8,69452,8.9,76887,9.9,57213,7.3,326692,41.9,780008,-11.9,,,,,,,,,,,
2024,137367,18.6,50156,6.8,76152,10.3,60469,8.2,67149,9.1,55539,7.5,291277,39.5,738109,-5.4,,,,,,,,,,,
2025,158864,21.9,54088,7.5,59605,8.2,57396,7.9,63479,8.7,52390,7.2,280057,38.6,725879,-1.7,,,,,,,,,,,
2025.1,15530,23.1,4514,6.7,5674,8.5,4399,6.6,6266,9.3,4873,7.3,25885,38.6,67140,-4.2,,,,,,,,,,,
2,13756,21.8,4566,7.2,4926,7.8,6112,9.7,5367,8.5,3964,6.3,24448,38.7,63138,16.5,,,,,,,,,,,
3,13794,25.4,3570,6.6,3762,6.9,2798,5.1,3766,6.9,3087,5.7,23583,43.4,54361,-6.1,,,,,,,,,,,
4,13442,23.5,7614,13.3,2666,4.7,2860,5,3947,6.9,2821,4.9,23947,41.8,57296,10.2,,,,,,,,,,,
5,14403,26.3,4366,8,3377,6.2,3807,7,4779,8.7,3481,6.4,20499,37.5,54712,4.5,,,,,,,,,,,
6,12781,22.7,4063,7.2,4260,7.6,4152,7.4,4919,8.8,3812,6.8,22212,39.5,56199,-0.3,,,,,,,,,,,
7,15364,18.8,6485,7.9,7320,9,9194,11.3,7479,9.2,7345,9,28406,34.8,81593,-1.7,,,,,,,,,,,
8,12100,17,5274,7.4,7057,9.9,6145,8.6,7336,10.3,6009,8.4,27306,38.3,71227,-15.4,,,,,,,,,,,
9,11716,19.1,4490,7.3,5362,8.7,5738,9.4,6198,10.1,5147,8.4,22684,37,61334,-7.1,,,,,,,,,,,
10,9754,19.6,2891,5.8,5959,12,3659,7.4,4230,8.5,3933,7.9,19260,38.8,49686,1.8,,,,,,,,,,,
11,9911,20.2,2666,5.4,4291,8.8,3636,7.4,4055,8.3,3630,7.4,20792,42.4,48981,0.9,,,,,,,,,,,
12,16314,27.1,3590,6,4951,8.2,4896,8.1,5138,8.5,4288,7.1,21035,34.9,60212,-6.7,,,,,,,,,,,
4-3. 연료원별 전력거래금액,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment in Power Market by Fuel Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,원자력,,석탄,,LNG,,유류,,양수,,신재생,,기타,,"RPS의무이행비용
정산금",,"배출권거래비용
정산금",,예측제도정산금,,합계,증감률(%),"[단위 : 억원, %]",,,,
,Nuclear Power,,Coal,,LNG,,Oil,,PSH,,Renewable,,Others,,Renewable Portfolio Standard Payment,,Emission Trading Settlement Payment,,Power Demand Forecasting Payment,,,,"[Unit : 100 Million Won, %]",,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,
2001,31926,33.6,35209,37,14957,15.7,11375,12,1147,1.2,504,0.5,-,-,,,,,,,95117,,,,,,
2002,45357,34.3,48934,37,23734,17.9,11950,9,1729,1.3,630,0.5,-,-,,,,,,,132334,39.1,,,,,
2003,49452,34,49769,34.2,28320,19.4,14517,10,1861,1.3,1705,1.2,-,-,,,,,,,145623,10,,,,,
2004,49456,31.6,51980,33.2,37000,23.7,14432,9.2,1652,1.1,1902,1.2,-,-,,,,,,,156422,7.4,,,,,
2005,54887,31.8,56800,32.9,42037,24.4,15368,8.9,1628,0.9,1906,1.1,-,-,,,,,,,172626,10.4,,,,,
2006,54190,28.7,52519,27.8,58758,31.1,17953,9.5,2381,1.3,3323,1.8,-,-,,,,,,,189125,9.6,,,,,
2007,53827,25.4,62370,29.5,68901,32.6,19587,9.3,2284,1.1,4605,2.2,-,-,,,,,,,211572,11.9,,,,,
2008,56291,21,89487,33.4,93644,34.9,17430,6.5,4880,1.8,6267,2.3,-,-,,,,,,,267999,26.7,,,,,
2009,50181,18.6,115675,43,74542,27.7,18949,7,4212,1.6,5558,2.1,-,-,,,,,,,269118,0.4,,,,,
2010,56207,17.4,119886,37.2,109074,33.8,21860,6.8,5621,1.7,9595,3,-,-,,,,,,,322243,19.7,,,,,
2011,57803,15.7,132380,36,136668,37.2,21608,5.9,5427,1.5,13899,3.8,-,-,,,,,,,367784,14.1,,,,,
2012,56736,13.3,130623,30.7,176799,41.6,36740,8.6,7774,1.8,16725,3.9,-,-,,,,,,,425397,15.7,,,,,
2013,51700,12.3,116370,27.6,192693,45.8,32716,7.8,8349,2,18684,4.4,-,-,587,0.1,,,,,421099,-1,,,,,
2014,81606,18.4,126941,28.6,184541,41.6,16805,3.8,8647,1.9,20267,4.6,2,0.0,4909,1.1,,,,,443719,5.4,,,,,
2015,98535,23.7,139916,33.6,134249,32.2,14137,3.4,4833,1.2,17833,4.3,14,0.0,6802,1.6,,,,,416320,-6.2,,,,,
2016,104789,25.1,153792,36.9,111044,26.6,14571,3.5,3842,0.9,17056,4.1,171,0.0,11811,2.8,,,,,417076,0.2,,,,,
2017,85723,19.1,180551,40.3,131286,29.3,9483,2.1,4494,1,20461,4.6,272,0.1,14631,3.3,813,0.2,,,447712,7.3,,,,,
2018,78910,15.6,188173,37.1,174366,34.4,11774,2.3,4887,1,25251,5,471,0.1,20571,4.1,2624,0.5,,,507027,13.2,,,,,
2019,80941,16.2,187927,37.6,164803,33,9177,1.8,4181,0.8,24585,4.9,2293,0.5,22422,4.5,3388,0.7,,,499718,-1.4,,,,,
2020,90956,20.9,152742,35,138963,31.9,4222,1,3680,0.8,17983,4.1,6048,1.4,20031,4.6,1301,0.3,0,0,435925,-12.8,,,,,
2021,84478,15.3,187187,34,198852,36.1,4483,0.8,5149,0.9,27448,5,2629,0.5,34982,6.4,5518,1,2,0,550727,26.3,,,,,
2022,87905,9.9,292070,33,381961,43.1,3755,0.4,10286,1.2,64501,7.3,3858,0.4,37575,4.2,3409,0.4,63,0,885383,41.6,,,,,
2023,94398,12.1,250334,32.1,328853,42.2,2210,0.3,9099,1.2,57793,7.4,3874,0.5,29408,3.8,3880,0.5,158,0,780008,-11.9,,,,,
2024,118919,16.1,231696,31.4,287510,39,513,0.1,9758,1.3,52841,7.2,3608,0.5,33045,4.5,0,0,218,0,738109,-5.4,,,,,
2025,138681,19.1,227130,31.3,251786,34.7,614,0.1,8727,1.2,49677,6.8,4070,0.6,44959,6.2,0,0,235,0,725879,-1.7,,,,,
2025.1,13989,20.8,19878,29.6,25979,38.7,71,0.1,893,1.3,4091,6.1,270,0.4,1951,2.9,0,0,16,0,67140,-4.2,,,,,
2,12578,19.9,17186,27.2,24331,38.5,51,0.1,770,1.2,4208,6.7,280,0.4,3713,5.9,0,0,20,0,63138,16.5,,,,,
3,12869,23.7,13207,24.3,22547,41.5,27,0,820,1.5,4010,7.4,269,0.5,591,1.1,0,0,20,0,54361,-6.1,,,,,
4,12069,21.1,12429,21.7,21032,36.7,16,0,751,1.3,4532,7.9,415,0.7,6025,10.5,0,0,27,0,57296,10.2,,,,,
5,12082,22.1,15779,28.8,18521,33.9,15,0,719,1.3,4799,8.8,265,0.5,2509,4.6,0,0,22,0,54712,4.5,,,,,
6,11332,20.2,18950,33.7,18516,32.9,21,0,684,1.2,4354,7.7,473,0.8,1849,3.3,0,0,20,0,56199,-0.3,,,,,
7,12003,14.7,28388,34.8,23482,28.8,39,0,802,1,4681,5.7,672,0.8,11500,14.1,0,0,26,0,81593,-1.7,,,,,
8,10770,15.1,28104,39.5,24441,34.3,51,0.1,715,1,4653,6.5,240,0.3,2231,3.1,0,0,21,0,71227,-15.4,,,,,
9,9922,16.2,23702,38.6,18939,30.9,228,0.4,641,1,3909,6.4,197,0.3,3782,6.2,0,0,14,0,61334,-7.1,,,,,
10,8154,16.4,15304,30.8,16732,33.7,15,0,578,1.2,3724,7.5,309,0.6,4857,9.8,0,0,14,0,49686,1.8,,,,,
11,8205,16.8,15184,31,17432,35.6,22,0,631,1.3,3348,6.8,422,0.9,3716,7.6,0,0,20,0,48981,0.9,,,,,
12,14706,24.4,19018,31.6,19832,32.9,58,0.1,721,1.2,3367,5.6,258,0.4,2235,3.7,0,0,16,0,60212,-6.7,,,,,
4-4. 시간대별 전력거래금액,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment in Power Market by Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,구분,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계,[단위 : 억원]
,1 Hour,2 Hour,3 Hour,4 Hour,5 Hour,6 Hour,7 Hour,8 Hour,9 Hour,10 Hour,11 Hour,12 Hour,,13 Hour,14 Hour,15 Hour,16 Hour,17 Hour,18 Hour,19 Hour,20 Hour,21 Hour,22 Hour,23 Hour,24 Hour,Total,[Unit : 100 Million Won]
2001,3788,3545,3391,3266,3209,3237,3338,3489,3756,4075,4158,4184,2001,3981,4126,4175,4142,4140,4142,4171,4203,4183,4164,4290,5965,95117,
2002,5176,4850,4616,4463,4384,4413,4530,4702,4979,5708,5936,5827,2002,5152,5702,5795,5757,5756,5770,6000,6020,5848,5857,6059,9036,132334,
2003,3772,3379,3165,2943,2889,2942,3119,3327,3689,7292,8513,7982,2003,5494,7278,7935,7874,7872,7333,8014,8059,7538,7442,8127,9646,145623,
2004,4165,3817,3582,3428,3390,3438,3606,3831,4116,7668,8909,8397,2004,5892,7662,8347,8284,8295,7757,8435,8471,7960,7849,8608,10513,156422,
2005,4629,4227,3991,3833,3782,3825,3997,4262,4620,8473,9825,9294,2005,6587,8499,9235,9177,9182,8622,9338,9392,8783,8656,9496,10899,172626,
2006,5022,4459,4167,4020,4021,4146,4383,4664,5156,9323,10740,10184,2006,7145,9247,10093,9975,9989,9405,10140,10268,9557,9379,10400,13241,189125,
2007,7973,6719,6330,6147,6192,6417,6783,7117,7687,9582,9835,10165,2007,8620,9076,9992,9726,9592,9513,9815,9916,9866,9673,9944,14894,211572,
2008,9892,8203,7625,7380,7517,7901,8559,9128,10262,12685,13247,13757,2008,11354,12375,13472,13063,12916,12762,13010,13140,12953,12438,12616,11743,267999,
2009,10198,8500,8002,7805,8026,8441,9050,9462,10459,12671,13129,13550,2009,11309,12208,13217,12857,12663,12528,12841,12846,12634,12295,12600,11825,269118,
2010,11626,9794,9393,8979,9214,9682,10361,10989,12553,15612,16375,16835,2010,13491,15004,16489,15756,15624,15422,15707,15616,15068,14440,14545,13667,322243,
2011,13394,11735,11305,11083,11285,11696,12499,13261,14882,17338,17790,18450,2011,15527,17128,18201,17817,17644,17145,17372,17358,16981,16262,16295,15337,367784,
2012,15125,13335,13018,12863,13064,13443,14165,15201,17736,20479,20989,21276,2012,18198,20014,21065,20664,20434,19929,20189,20106,19500,18546,18452,17606,425397,
2013,14954,13300,13021,12949,13093,13411,14064,14952,17282,20296,20586,20689,2013,18192,19587,20684,20383,20161,19894,20160,20028,19553,18697,18231,16932,421099,
2014,16231,14776,14393,14164,14356,14726,15493,16425,18356,21006,21253,21342,2014,18972,20227,21231,20968,20819,20560,20817,20712,20264,19520,19143,17965,443719,
2015,14599,13521,12905,12615,12859,13421,14405,15692,18262,19974,20404,20194,2015,18035,19550,20079,19809,19991,19782,19966,19867,18970,17662,17005,16749,416320,
2016,14841,13826,13338,13178,13411,13897,14843,15968,18261,19783,20170,19991,2016,17899,19430,19930,19745,19915,19752,19802,19578,18675,17442,16745,16657,417076,
2017,15828,14703,14269,14080,14407,15011,16134,17526,19867,21243,21645,21426,2017,19186,20857,21422,21259,21517,21318,21120,20809,19825,18565,17861,17835,447712,
2018,17906,16864,16460,16297,16565,17202,18244,19741,22544,23982,24357,24054,2018,21687,23488,24121,24042,24438,24256,23992,23505,22285,20900,20087,20010,507027,
2019,17583,16625,16226,16083,16386,17025,17976,19481,22480,23700,23835,23482,2019,21201,22951,23626,23674,24208,24059,23756,23323,22054,20642,19742,19598,499718,
2020,14897,14081,13734,13585,13840,14425,15200,16759,19798,20853,20838,20441,2020,18455,20011,20739,20923,21613,21523,21199,20929,19809,18271,17125,16877,435925,
2021,19269,18410,17998,17776,18088,18906,20028,21750,25032,25852,25646,25049,2021,23026,24832,25906,26394,27331,27264,26681,25925,24382,22697,21306,21180,550727,
2022,31152,29137,27943,27503,28184,29827,31982,35267,40241,41419,40706,39405,2022,36824,39249,41026,42291,44109,44555,44068,42912,40465,37580,35156,34380,885383,
2023,27651,24807,23669,23312,23819,25305,27430,30967,35085,36339,36023,34895,2023,33108,34753,36046,37017,37852,38461,38965,38663,36960,34605,32854,31424,780008,
2024,25339,21979,20854,20400,20924,22348,24855,28767,33407,35621,34929,33795,2024,31889,33860,35152,36143,36901,37204,37688,37367,35476,32816,31023,29373,738109,
2025,25439,22057,21001,20549,20976,22412,24761,28688,32527,34256,34123,32563,2025,30494,32402,33636,35039,35766,36606,37447,37238,35247,32457,31090,29106,725879,
2025.1,2359,2027,1925,1876,1934,2102,2368,2818,3226,3529,3356,3175,2025.1,2860,2929,3048,3124,3227,3280,3306,3224,3052,2868,2797,2729,67140,
2,2228,1911,1814,1732,1812,1984,2289,2725,3118,3327,3287,2945,2,2638,2710,2808,2893,3005,3037,3097,3032,2886,2679,2624,2558,63138,
3,2001,1717,1656,1643,1733,1872,2041,2339,2633,2706,2571,2277,3,2039,2158,2211,2328,2453,2600,2836,2849,2672,2437,2342,2246,54361,
4,2177,1889,1811,1822,1899,2115,2232,2354,2505,2511,2545,2388,4,2202,2360,2473,2595,2627,2734,2821,2912,2762,2595,2532,2436,57296,
5,2138,1865,1754,1694,1737,1847,1970,2088,2231,2309,2350,2298,5,2210,2380,2479,2551,2605,2680,2759,2802,2728,2531,2425,2282,54712,
6,1887,1733,1641,1606,1621,1680,1797,1964,2236,2481,2622,2519,6,2442,2722,2861,2890,2858,2887,2923,2938,2876,2567,2346,2101,56199,
7,2764,2414,2271,2181,2176,2271,2526,2944,3441,3632,3753,3812,7,3721,3956,4077,4213,4148,4199,4198,4238,4046,3790,3598,3225,81594,
8,2476,2062,1959,1855,1826,1876,2128,2659,2990,3181,3316,3310,8,3285,3431,3522,3596,3619,3666,3731,3730,3574,3337,3184,2915,71227,
9,1871,1552,1511,1506,1516,1583,1751,2158,2605,2999,3039,3003,9,2843,2996,3118,3243,3259,3278,3366,3348,3140,2831,2581,2236,61334,
10,1783,1560,1498,1492,1509,1629,1765,1936,2078,2184,2193,2100,10,1944,2151,2200,2446,2503,2630,2734,2622,2382,2206,2130,2013,49686,
11,1755,1538,1492,1491,1517,1616,1804,2062,2430,2322,2160,1981,11,1771,2016,2126,2329,2493,2600,2630,2515,2324,2092,1992,1927,48981,
12,1999,1788,1668,1651,1697,1838,2091,2642,3034,3075,2931,2753,12,2539,2594,2714,2831,2970,3014,3046,3028,2805,2523,2540,2438,60211,
1) 시간대별 거래금액은 소수점 없이 반올림한 수치로 1시~24시의 합산값이 합계(Total)과 동일하지 않을 수 있습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
