col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028
2015,47342,7581,55843,84168,61013,5944,103645,727,2863,2015,742,65179,175,356,2815,2787,8741,45438,495361,,,,,,,,
2016,53907,9891,55226,77891,63504,8783,104044,1019,2935,2016,836,62921,182,381,3093,2749,11444,50429,509234,,,,,,,,
2017,58961,19803,52652,79858,60694,8650,122424,1096,2944,2017,810,59679,203,413,2657,2952,19553,27569,520917,,,,,,,,
2018,71010,29474,50336,72015,54295,10367,120715,1349,3215,2018,616,59955,196,422,2626,3595,19902,36973,537061,,,,,,,,
2019,72987,26995,45523,75178,50263,10352,114874,1165,3723,2019,1776,57443,174,429,2835,2371,27826,35938,529851,,,,,,,,
2020,70924,25593,32758,80585,51713,9871,105447,1551,3829,2020,4956,54608,169,450,2511,3425,28611,38982,515983,,,,,,,,
2021,80234,27891,41105,75478,54381,10711,102740,1314,4074,2021,5170,58059,177,461,2737,3642,30244,38643,537061,,,,,,,,
2022,83983,30959,46420,82646,51583,10483,99772,1701,4318,2022,4183,52068,257,542,2370,3153,32279,44657,551375,,,,,,,,
2023,85662,33766,41830,87007,58802,10702,98201,2015,4360,2023,4923,46259,239,604,1913,3769,28755,35860,544666,,,,,,,,
2024,86642,23847,41984,91560,63697,10994,95498,2998,4340,2024,5612,47619,235,607,2566,4948,31648,35491,550287,,,,,,,,
2025,83349,26477,45889,97790,64206,10160,96087,5151,4233,2025,3357,43548,239,631,3467,4715,32102,25761,547163,,,,,,,,
2025.1,8859,1883,4075,9897,5637,787,7589,393,392,2025.1,503,3070,42,84,386,619,2177,2468,48860,,,,,,,,
2,8431,1500,2939,9085,5213,775,6776,380,393,2,428,3725,43,81,377,560,2038,2450,45196,,,,,,,,
3,8039,1516,2461,8880,6313,774,5474,400,360,3,302,3541,26,64,358,363,3138,2679,44688,,,,,,,,
4,7450,1698,2193,7794,5612,880,4128,458,352,4,182,3430,15,51,322,352,2781,2698,40396,,,,,,,,
5,5668,1649,3028,7959,5006,1000,5705,529,324,5,211,4109,12,45,193,304,2650,2884,41275,,,,,,,,
6,6128,2581,3261,7773,4445,953,7619,431,330,6,174,3572,9,40,204,298,2850,2562,43231,,,,,,,,
7,7125,3500,5323,8091,4409,881,10778,395,374,7,293,4548,9,38,203,380,3056,2715,52117,,,,,,,,
8,6560,3304,5641,7555,5070,861,11814,420,365,8,235,4499,9,36,330,530,3244,1925,52399,,,,,,,,
9,5589,2908,5107,7494,5786,728,10271,370,325,9,168,3292,5,33,271,321,2882,1115,46666,,,,,,,,
10,5980,2224,3763,7251,6117,790,7509,515,310,10,246,3049,6,35,317,257,1969,1404,41741,,,,,,,,
11,6690,1954,3437,7436,5554,905,7880,414,348,11,291,3144,24,50,213,327,2246,1184,42099,,,,,,,,
12,6831,1760,4660,8576,5043,826,10542,447,360,12,324,3569,39,73,293,405,3070,1677,48494,,,,,,,,
1) 지역 구분은 전력시장에 등록된 발전기의 소재지 기준으로 분류함,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 현재 기준 세종시 소재 발전기의 경우, 2012년 6월까지는 당시의 행정구역을 기준으로, 2012년 7월부터는 세종으로 분류함",,,,,,,,,,,,,,,,,,,,,,,,,,,
3-2. 회원사별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Members,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,A 회원사,,B 회원사,,C 회원사,,D 회원사,,E 회원사,,F 회원사,,기타,,합계,증감률(%),"[단위 : GWh, %]",,,,,,,,,,
,Member A,,Member B,,Member C,,Member D,,Member E,,Member F,,Others,,,,"[Unit : GWh, %]",,,,,,,,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,,,,,,,
2001,81408,41,22803,11.5,19885,10,25215,12.7,25122,12.6,24355,12.3,-,-,198788,,,,,,,,,,,,
2002,115847,41.3,29661,10.6,30883,11,36215,12.9,35238,12.6,32891,11.7,-,-,280734,41.2,,,,,,,,,,,
2003,125865,42,30026,10,31344,10.5,37095,12.4,37246,12.4,32544,10.9,5273,1.8,299394,6.6,,,,,,,,,,,
2004,126609,39.8,35366,11.1,34009,10.7,36440,11.5,46595,14.7,34247,10.8,4635,1.5,317901,6.2,,,,,,,,,,,
2005,141692,41.8,40945,12.1,36303,10.7,36324,10.7,44677,13.2,34590,10.2,4205,1.2,338737,6.6,,,,,,,,,,,
2006,143249,40.4,41516,11.7,37611,10.6,37046,10.4,46756,13.2,40515,11.4,8112,2.3,354805,4.7,,,,,,,,,,,
2007,137913,36.8,42842,11.4,39900,10.7,46986,12.6,50346,13.4,45743,12.2,10653,2.8,374384,5.5,,,,,,,,,,,
2008,145531,37.1,48798,12.4,41067,10.5,45265,11.5,48662,12.4,48281,12.3,14717,3.8,392323,4.8,,,,,,,,,,,
2009,142302,35.1,57459,14.2,43942,10.8,43980,10.8,52524,12.9,48383,11.9,17102,4.2,405692,3.4,,,,,,,,,,,
2010,143620,32.6,58573,13.3,53196,12.1,51122,11.6,57685,13.1,52199,11.8,24473,5.6,440868,8.7,,,,,,,,,,,
2011,152443,33,58039,12.6,51355,11.1,52902,11.4,58085,12.6,51120,11.1,38398,8.3,462343,4.9,,,,,,,,,,,
2012,148515,31.5,60136,12.7,50035,10.6,54126,11.5,61079,12.9,54891,11.6,43014,9.1,471795,2,,,,,,,,,,,
2013,138021,28.8,59243,12.4,55660,11.6,55983,11.7,65719,13.7,54098,11.3,50818,10.6,479541,1.6,,,,,,,,,,,
2014,155042,31.6,63923,13,50216,10.2,48424,9.9,56727,11.6,48585,9.9,67483,13.8,490399,2.3,,,,,,,,,,,
2015,161466,32.6,67116,13.5,43876,8.9,46136,9.3,46819,9.5,46960,9.5,82988,16.8,495361,1,,,,,,,,,,,
2016,158804,31.2,67765,13.3,42925,8.4,48407,9.5,47999,9.4,49292,9.7,94043,18.5,509234,2.8,,,,,,,,,,,
2017,146408,28.1,66727,12.8,50323,9.7,45525,8.7,47724,9.2,48372,9.3,115838,22.2,520917,2.3,,,,,,,,,,,
2018,132135,24.6,64219,12,45628,8.5,49290,9.2,55607,10.4,50767,9.5,139415,26,537061,3.1,,,,,,,,,,,
2019,143156,27,60428,11.4,43391,8.2,44244,8.4,48993,9.2,48207,9.1,141432,26.7,529851,-1.3,,,,,,,,,,,
2020,156988,30.4,48763,9.5,46346,9,37748,7.3,41505,8,43097,8.4,141536,27.4,515983,-2.6,,,,,,,,,,,
2021,155146,28.9,43910,8.2,46296,8.6,44560,8.3,48709,9.1,41613,7.7,156826,29.2,537061,4.1,,,,,,,,,,,
2022,172517,31.3,42219,7.7,44919,8.1,41332,7.5,49641,9,37508,6.8,163239,29.6,551375,2.7,,,,,,,,,,,
2023,176798,32.5,38471,7.1,45157,8.3,39565,7.3,38128,7,34087,6.3,172460,31.7,544666,-1.2,,,,,,,,,,,
2024,185808,33.8,37305,6.8,44035,8,35937,6.5,36108,6.6,33395,6.1,177698,32.3,550287,1,,,,,,,,,,,
2025,181670,33.2,36926,6.7,36595,6.7,36030,6.6,36382,6.6,32695,6,186865,34.2,547163,-0.6,,,,,,,,,,,
2025.1,17520,35.9,3172,6.5,3438,7,2529,5.2,2794,5.7,2937,6,16470,33.7,48860,-3.9,,,,,,,,,,,
2,15880,35.1,3248,7.2,2827,6.3,2662,5.9,2454,5.4,2429,5.4,15695,34.7,45196,2.3,,,,,,,,,,,
3,17522,39.2,2703,6,2469,5.5,1849,4.1,1957,4.4,1996,4.5,16193,36.2,44688,-2,,,,,,,,,,,
4,15698,38.9,2629,6.5,1591,3.9,1743,4.3,2155,5.3,1639,4.1,14941,37,40396,-0.2,,,,,,,,,,,
5,15713,38.1,3092,7.5,2134,5.2,2365,5.7,2883,7,1893,4.6,13196,32,41275,0.3,,,,,,,,,,,
6,14853,34.4,2977,6.9,2819,6.5,2799,6.5,2708,6.3,2231,5.2,14845,34.3,43231,0.3,,,,,,,,,,,
7,14979,28.7,3929,7.5,4032,7.7,4136,7.9,4122,7.9,3384,6.5,17535,33.6,52117,3.3,,,,,,,,,,,
8,13800,26.3,3791,7.2,4420,8.4,4238,8.1,4487,8.6,3793,7.2,17870,34.1,52399,-2.8,,,,,,,,,,,
9,14064,30.1,3450,7.4,3394,7.3,3606,7.7,3999,8.6,3405,7.3,14747,31.6,46666,0,,,,,,,,,,,
10,13632,32.7,2438,5.8,2571,6.2,2868,6.9,2846,6.8,2916,7,14470,34.7,41741,-2.2,,,,,,,,,,,
11,12882,30.6,2325,5.5,2965,7,3121,7.4,2702,6.4,2767,6.6,15337,36.4,42099,-1.4,,,,,,,,,,,
12,15127,31.2,3173,6.5,3935,8.1,4114,8.5,3276,6.8,3303,6.8,15566,32.1,48494,-0.7,,,,,,,,,,,
3-3. 연료원별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Fuel Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,원자력,,석탄,,LNG,,유류,,양수,,신재생,,기타,,합계,증감률(%),"[단위 : GWh, %]",,,,,,,,,,
,Nuclear Power,,Coal,,LNG,,Oil,,PSH,,Renewable,,Others,,,,"[Unit : GWh, %]",,,,,,,,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,,,,,,,
2001,80528,40.5,83308,41.9,17040,8.6,15504,7.8,1528,0.8,880,0.4,0,0,198788,,,,,,,,,,,,
2002,114684,40.9,114579,40.8,31396,11.2,16845,6,2068,0.7,1163,0.4,0,0,280734,41.2,,,,,,,,,,,
2003,124412,41.6,116754,39,34152,11.4,19093,6.4,1978,0.7,3006,1,0,0,299394,6.6,,,,,,,,,,,
2004,125142,39.4,122891,38.7,47489,14.9,17745,5.6,1527,0.5,3108,1,0,0,317901,6.2,,,,,,,,,,,
2005,140367,41.4,129231,38.2,48281,14.3,16615,4.9,1503,0.4,2740,0.8,0,0,338737,6.6,,,,,,,,,,,
2006,142114,40.1,134480,37.9,57074,16.1,15420,4.3,1741,0.5,3977,1.1,0,0,354805,4.7,,,,,,,,,,,
2007,136599,36.5,149114,39.8,65666,17.5,16556,4.4,1398,0.4,5051,1.3,0,0,374384,5.5,,,,,,,,,,,
2008,144254,36.8,166728,42.5,65155,16.6,8965,2.3,2480,0.6,4740,1.2,0,0,392323,4.8,,,,,,,,,,,
2009,141123,34.8,186138,45.9,57555,14.2,12869,3.2,2814,0.7,5193,1.3,0,0,405692,3.4,,,,,,,,,,,
2010,141894,32.2,191007,43.3,85173,19.3,11841,2.7,2774,0.6,8177,1.9,0,0,440868,8.7,,,,,,,,,,,
2011,147763,32,193554,41.9,96005,20.8,9568,2.1,3214,0.7,12237,2.6,0,0,462343,4.9,,,,,,,,,,,
2012,143548,30.4,192623,40.8,105177,22.3,14524,3.1,3634,0.8,12289,2.6,0,0,471795,2,,,,,,,,,,,
2013,132465,27.6,194358,40.5,119875,25,14757,3.1,4088,0.9,13997,2.9,0,0,479541,1.6,,,,,,,,,,,
2014,149199,30.4,197223,40.2,114847,23.4,7596,1.5,5042,1,16491,3.4,1,0.0,490399,2.3,,,,,,,,,,,
2015,157167,31.7,201070,40.6,106426,21.5,9407,1.9,3641,0.7,17634,3.6,15,0.0,495361,1,,,,,,,,,,,
2016,154310,30.3,206610,40.6,111788,22,13308,2.6,3618,0.7,19369,3.8,231,0.0,509234,2.8,,,,,,,,,,,
2017,141278,27.1,229150,44,117636,22.6,5732,1.1,4176,0.8,22604,4.3,340,0.1,520917,2.3,,,,,,,,,,,
2018,127078,23.7,229350,42.7,144067,26.8,6562,1.2,3899,0.7,25607,4.8,499,0.1,537061,3.1,,,,,,,,,,,
2019,138809,26.2,217616,41.1,138902,26.2,4017,0.8,3448,0.7,24592,4.6,2466,0.5,529851,-1.3,,,,,,,,,,,
2020,152583,29.6,187381,36.3,141014,27.3,2188,0.4,3262,0.6,22400,4.3,7155,1.4,515983,-2.6,,,,,,,,,,,
2021,150457,28,188971,35.2,163401,30.4,1998,0.4,3674,0.7,25793,4.8,2767,0.5,537061,4.1,,,,,,,,,,,
2022,167513,30.4,186016,33.7,159617,28.9,1211,0.2,3706,0.7,31347,5.7,1965,0.4,551375,2.7,,,,,,,,,,,
2023,171685,31.5,178930,32.9,153519,28.2,620,0.1,3778,0.7,33714,6.2,2421,0.4,544666,-1.2,,,,,,,,,,,
2024,179433,32.6,161391,29.3,163851,29.8,116,0,4670,0.8,38082,6.9,2745,0.5,550287,1,,,,,,,,,,,
2025,175549,32.1,164790,30.1,159227,29.1,160,0,4414,0.8,39697,7.3,3325,0.6,547163,-0.6,,,,,,,,,,,
2025.1,17015,34.8,12709,26,15345,31.4,28,0.1,417,0.9,3130,6.4,216,0.4,48860,-3.9,,,,,,,,,,,
2,15430,34.1,10950,24.2,14954,33.1,18,0,370,0.8,3248,7.2,227,0.5,45196,2.3,,,,,,,,,,,
3,16997,38,9163,20.5,14627,32.7,5,0,444,1,3223,7.2,229,0.5,44688,-2,,,,,,,,,,,
4,15164,37.5,7936,19.6,13198,32.7,4,0,427,1.1,3361,8.3,306,0.8,40396,-0.2,,,,,,,,,,,
5,15112,36.6,10199,24.7,11771,28.5,4,0,421,1,3558,8.6,210,0.5,41275,0.3,,,,,,,,,,,
6,14318,33.1,13361,30.9,11429,26.4,3,0,345,0.8,3414,7.9,361,0.8,43231,0.3,,,,,,,,,,,
7,14487,27.8,19582,37.6,13720,26.3,6,0,347,0.7,3519,6.8,457,0.9,52117,3.3,,,,,,,,,,,
8,13354,25.5,20208,38.6,14853,28.3,9,0,297,0.6,3481,6.6,197,0.4,52399,-2.8,,,,,,,,,,,
9,13521,29,18203,39,11377,24.4,52,0.1,294,0.6,3046,6.5,173,0.4,46666,0,,,,,,,,,,,
10,13047,31.3,12913,30.9,11850,28.4,4,0,348,0.8,3311,7.9,268,0.6,41741,-2.2,,,,,,,,,,,
11,12404,29.5,12906,30.7,12843,30.5,4,0,370,0.9,3160,7.5,412,1,42099,-1.4,,,,,,,,,,,
12,14701,30.3,16660,34.4,13261,27.3,24,0,334,0.7,3245,6.7,270,0.6,48494,-0.7,,,,,,,,,,,
3-4. 시간대별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,구분,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계,[단위 : GWh]
,1 Hour,2 Hour,3 Hour,4 Hour,5 Hour,6 Hour,7 Hour,8 Hour,9 Hour,10 Hour,11 Hour,12 Hour,,13 Hour,14 Hour,15 Hour,16 Hour,17 Hour,18 Hour,19 Hour,20 Hour,21 Hour,22 Hour,23 Hour,24 Hour,Total,[Unit : GWh]
2001,8095,7719,7499,7359,7291,7304,7441,7671,8081,8580,8730,8777,2001,8335,8626,8752,8705,8698,8666,8709,8791,8764,8691,8950,8555,198788,
2002,11799,11208,10841,10593,10506,10525,10692,10971,11437,12025,12198,12249,2002,11684,12002,12162,12094,12089,12062,12191,12273,12245,12258,12458,12172,280734,
2003,12398,11849,11544,11300,11229,11280,11489,11766,12226,12820,13000,13040,2003,12500,12813,12956,12877,12865,12844,13003,13102,13195,13033,13303,12963,299394,
2004,13058,12516,12156,11910,11844,11913,12159,12485,12976,13597,13798,13851,2004,13270,13648,13803,13728,13720,13702,13852,13998,14069,13874,14183,13791,317901,
2005,13842,13310,12972,12745,12679,12741,12971,13311,13861,14533,14734,14789,2005,14195,14559,14708,14618,14610,14581,14723,14907,14911,14699,15067,14669,338737,
2006,14398,13823,13500,13326,13340,13471,13731,13999,14537,15227,15458,15512,2006,14797,15255,15433,15338,15314,15307,15461,15632,15559,15325,15754,15306,354805,
2007,15096,14462,14145,14010,14102,14320,14619,14873,15484,16107,16382,16427,2007,15588,16134,16333,16224,16202,16174,16327,16487,16361,16085,16365,16077,374384,
2008,15640,15047,14784,14694,14795,15016,15339,15648,16326,16918,17243,17295,2008,16439,17010,17203,17082,17058,17008,17113,17231,17077,16765,16887,16705,392323,
2009,16006,15444,15238,15181,15283,15514,15860,16189,17000,17623,17946,17938,2009,17025,17667,17863,17739,17697,17635,17713,17795,17597,17256,17325,17156,405692,
2010,17389,16844,16656,16591,16670,16852,17191,17547,18487,19157,19484,19464,2010,18534,19202,19393,19277,19257,19211,19289,19297,19058,18718,18746,18556,440868,
2011,18209,17726,17571,17523,17597,17769,18112,18511,19449,20120,20402,20371,2011,19400,20097,20300,20175,20170,20073,20150,20180,19948,19596,19540,19353,462343,
2012,18564,18164,18044,18010,18093,18212,18451,18834,19883,20560,20823,20793,2012,19865,20542,20710,20579,20568,20443,20499,20515,20285,19911,19803,19643,471795,
2013,18790,18424,18314,18295,18379,18521,18760,19159,20259,20999,21200,21134,2013,20220,20874,21060,20926,20932,20845,20893,20868,20626,20213,20027,19824,479541,
2014,19142,18887,18753,18681,18762,18933,19246,19643,20790,21509,21710,21633,2014,20617,21335,21563,21435,21467,21355,21371,21335,21063,20625,20387,20157,490399,
2015,19252,18787,18635,18592,18692,18865,19249,19863,21159,21862,22047,21972,2015,20930,21656,21909,21800,21858,21737,21715,21649,21351,20860,20548,20371,495361,
2016,19663,19106,18991,18969,19068,19287,19781,20521,21826,22553,22764,22667,2016,21617,22345,22596,22507,22592,22467,22408,22299,21941,21377,21010,20879,509234,
2017,20031,19467,19349,19330,19474,19814,20461,21249,22431,23079,23252,23119,2017,22128,22817,23075,23012,23138,23030,22960,22820,22409,21805,21384,21282,520917,
2018,20737,20165,20044,20014,20136,20434,21041,21818,23147,23740,23837,23669,2018,22782,23415,23679,23665,23869,23818,23740,23583,23159,22531,22064,21974,537061,
2019,20505,19894,19772,19759,19879,20177,20786,21589,22864,23369,23312,23095,2019,22289,22926,23226,23291,23606,23599,23555,23426,23002,22365,21844,21719,529851,
2020,19996,19409,19267,19195,19295,19608,20256,21044,22248,22693,22533,22291,2020,21623,22142,22445,22612,23051,23156,23168,23033,22540,21856,21334,21186,515983,
2021,20690,20169,19995,19899,20009,20379,21135,22063,23211,23521,23284,23038,2021,22493,23005,23344,23606,24116,24308,24349,24164,23585,22772,22067,21858,537061,
2022,21394,20878,20616,20458,20553,20927,21687,22651,23858,24085,23747,23405,2022,22866,23362,23725,24071,24719,25015,25115,24940,24360,23546,22834,22561,551375,
2023,21138,20426,20168,20085,20168,20465,21161,22138,23329,23749,23597,23174,2023,22661,23218,23577,23903,24422,24692,24885,24759,24152,23368,23000,22431,544666,
2024,21222,20450,20184,20121,20222,20532,21214,22231,23499,23958,23830,23455,2024,23068,23575,23939,24334,24833,25096,25313,25190,24542,23704,23219,22557,550287,
2025,21251,20434,20182,20169,20246,20539,21174,22226,23353,23661,23390,22937,2025,22540,23085,23421,23894,24575,25052,25393,25296,24654,23801,23294,22597,547163,
2025.1,1926,1857,1841,1840,1850,1884,1943,2048,2186,2194,2133,2068,2025.1,2013,2034,2053,2093,2145,2191,2195,2161,2101,2043,2037,2024,48860,
2,1781,1718,1699,1697,1707,1737,1804,1918,2039,2034,1974,1904,2,1844,1871,1880,1908,1960,2010,2043,2025,1965,1906,1895,1878,45196,
3,1787,1720,1703,1708,1723,1757,1816,1903,1965,1951,1896,1827,3,1776,1804,1814,1845,1902,1958,2030,2043,1995,1944,1927,1895,44688,
4,1631,1572,1565,1573,1583,1606,1638,1676,1698,1683,1641,1594,4,1564,1606,1632,1673,1736,1793,1861,1895,1856,1806,1780,1732,40396,
5,1645,1588,1575,1576,1583,1590,1612,1646,1689,1710,1701,1677,5,1660,1708,1741,1778,1824,1852,1896,1924,1900,1844,1807,1749,41275,
6,1665,1603,1577,1578,1579,1585,1617,1678,1764,1824,1840,1824,6,1809,1860,1890,1921,1964,1991,2027,2037,2007,1930,1871,1790,43231,
7,1943,1857,1812,1797,1794,1812,1877,1977,2120,2230,2274,2277,7,2266,2334,2368,2396,2447,2476,2502,2496,2437,2320,2214,2092,52117,
8,1960,1873,1830,1815,1815,1836,1894,1996,2130,2243,2290,2295,8,2284,2343,2371,2399,2455,2488,2514,2513,2434,2313,2210,2096,52399,
9,1746,1681,1658,1653,1654,1683,1741,1838,1953,2027,2045,2030,9,2007,2068,2104,2132,2171,2184,2202,2182,2102,2009,1941,1856,46666,
10,1631,1570,1557,1562,1565,1586,1630,1701,1750,1758,1738,1710,10,1692,1743,1780,1827,1886,1930,1965,1935,1883,1825,1788,1732,41742,
11,1666,1600,1587,1591,1601,1634,1695,1794,1853,1804,1732,1679,11,1637,1688,1733,1803,1893,1951,1956,1927,1877,1826,1806,1766,42099,
12,1869,1797,1778,1777,1791,1827,1909,2051,2204,2202,2126,2052,12,1989,2025,2055,2120,2194,2229,2202,2160,2097,2036,2018,1988,48493,
1) 시간대별 거래량은 소수점 없이 반올림한 수치로 1시~24시의 합산값이 합계(Total)과 동일하지 않을 수 있습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
