col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028,col_029,col_030,col_031,col_032,col_033,col_034,col_035,col_036,col_037,col_038,col_039,col_040,col_041,col_042,col_043,col_044,col_045,col_046,col_047,col_048,col_049,col_050,col_051,col_052,col_053,col_054,col_055,col_056,col_057,col_058,col_059,col_060,col_061,col_062,col_063,col_064,col_065,col_066,col_067,col_068,col_069,col_070,col_071,col_072,col_073,col_074,col_075,col_076,col_077,col_078,col_079,col_080,col_081,col_082,col_083,col_084,col_085,col_086,col_087,col_088,col_089,col_090,col_091,col_092,col_093,col_094,col_095,col_096,col_097,col_098,col_099,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_120
원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,,원자력,Nuclear Power,0,0,0,0,0,0,0,
석탄,Coal,982,26,0,0,0,8393,9401,,석탄,Coal,837,31,0,0,0,7516,8384,,석탄,Coal,660,37,0,0,0,8651,9348,,석탄,Coal,493,19,0,0,0,6435,6947,,석탄,Coal,701,65,0,0,0,12038,12804,,석탄,Coal,1051,100,0,0,0,29253,30404,,석탄,Coal,1482,116,0,0,0,38111,39709,,석탄,Coal,1519,93,0,0,0,34906,36518,,석탄,Coal,1290,83,0,0,0,19286,20659,,석탄,Coal,921,59,0,0,0,13163,14143,,석탄,Coal,901,41,0,0,0,11968,12910,,석탄,Coal,1167,81,0,0,0,16386,17633,
LNG,LNG,940,573,98,3,6,26380,27999,,LNG,LNG,951,606,41,2,5,27923,29529,,LNG,LNG,1018,687,87,3,4,40618,42416,,LNG,LNG,903,746,64,2,9,43635,45360,,LNG,LNG,811,737,106,2,8,41821,43485,,LNG,LNG,751,705,114,2,10,60879,62461,,LNG,LNG,816,708,115,3,7,57477,59125,,LNG,LNG,911,807,116,3,6,66674,68516,,LNG,LNG,794,800,68,2,6,44575,46246,,LNG,LNG,845,748,114,3,3,44592,46304,,LNG,LNG,888,703,75,2,6,46170,47844,,LNG,LNG,812,587,17,3,5,36811,38234,
유류,Oil,0,0,54,0,0,0,54,,유류,Oil,0,0,24,0,0,0,24,,유류,Oil,0,0,21,0,0,0,21,,유류,Oil,0,0,18,0,0,0,18,,유류,Oil,0,0,18,0,0,0,18,,유류,Oil,0,0,18,0,0,0,18,,유류,Oil,0,0,19,0,0,2,20,,유류,Oil,0,0,17,0,0,3,20,,유류,Oil,0,0,14,0,0,15,29,,유류,Oil,0,0,19,0,0,0,19,,유류,Oil,0,0,20,0,0,0,20,,유류,Oil,0,0,21,0,0,0,21,
양수,PSH,67,38,707,162,0,1437,2411,,양수,PSH,56,26,602,124,0,1035,1844,,양수,PSH,68,32,710,154,0,1658,2622,,양수,PSH,63,31,705,149,0,1709,2658,,양수,PSH,55,22,711,138,0,1283,2209,,양수,PSH,50,25,610,121,0,2204,3011,,양수,PSH,46,23,533,130,0,2033,2765,,양수,PSH,42,24,617,133,0,2009,2824,,양수,PSH,42,24,663,127,0,1261,2118,,양수,PSH,55,28,747,132,0,1531,2493,,양수,PSH,56,25,670,122,0,1433,2307,,양수,PSH,54,33,746,124,0,1548,2505,
신재생,Renewable,33,9,57,25,12,438,575,,신재생,Renewable,28,8,47,23,8,402,516,,신재생,Renewable,17,4,13,26,9,268,337,,신재생,Renewable,17,5,8,23,8,333,394,,신재생,Renewable,27,3,8,26,10,379,452,,신재생,Renewable,34,6,14,28,4,883,969,,신재생,Renewable,20,4,4,29,6,551,614,,신재생,Renewable,29,7,5,29,7,863,941,,신재생,Renewable,19,3,6,27,8,291,354,,신재생,Renewable,30,3,8,28,8,388,463,,신재생,Renewable,19,2,2,26,33,268,351,,신재생,Renewable,17,4,6,28,16,268,338,
기타,Others,0,0,0,0,0,0,0,,기타,Others,0,0,0,0,0,0,0,,기타,Others,0,0,0,0,0,0,0,,기타,Others,1,1,0,0,0,66,69,,기타,Others,0,0,0,0,0,0,0,,기타,Others,1,1,0,0,0,78,80,,기타,Others,9,5,0,0,0,444,458,,기타,Others,0,0,0,0,0,0,0,,기타,Others,0,0,0,0,0,0,0,,기타,Others,3,3,0,0,0,141,147,,기타,Others,4,4,0,0,0,170,178,,기타,Others,0,0,0,0,0,0,0,
합계,Total,2021,646,916,190,18,36648,40439,,합계,Total,1873,671,714,149,13,36876,40296,,합계,Total,1763,758,832,183,13,51195,54744,,합계,Total,1478,802,796,174,17,52178,55446,,합계,Total,1593,827,843,166,18,55521,58968,,합계,Total,1888,838,756,152,13,93297,96944,,합계,Total,2374,856,670,161,12,98618,102692,,합계,Total,2501,931,755,164,14,104455,108820,,합계,Total,2146,910,752,157,14,65428,69407,,합계,Total,1853,841,887,163,11,59814,63569,,합계,Total,1869,775,766,151,39,60009,63609,,합계,Total,2050,703,790,154,21,55013,58731,
5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(1월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(2월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(3월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(4월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(5월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(6월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(7월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(8월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(9월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(10월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(11월),,,,,,,,,,5-2-2. 기저/일반별 연간 계통운영보조서비스정산금(12월),,,,,,,,,
Monthly Ancillary Service Payment by Baseload and General(January),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(February),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(March),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(April),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(May),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(June),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(July),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(August),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(September),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(October),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(November),,,,,,,,,,Monthly Ancillary Service Payment by Baseload and General(December),,,,,,,,,
구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원],구분,,계통운영보조서비스정산금,,,,,,,[단위 : 백만원]
,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won],,,Ancillary Service Payment,,,,,,,[Unit : One Million Won]
,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,,,,1차주파수제어서비스정산금,2차주파수제어서비스정산금,3차주파수제어서비스정산금,자체기동정산금,마일리지정산금,예비력용량가치정산금,보조서비스정산금,
,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,,,,Primary Control AS Payment,Secondary Control AS Payment,Tertiary Control AS Payment,Black Start Payment,mileage payment,Lost Opportunity Cost of Reserve Payment,ASP Total,
기저,Baseload,982,26,0,0,0,8393,9401,,기저,Baseload,837,31,0,0,0,7516,8384,,기저,Baseload,660,37,0,0,0,8651,9348,,기저,Baseload,493,19,0,0,0,6435,6947,,기저,Baseload,701,65,0,0,0,12038,12804,,기저,Baseload,1051,100,0,0,0,29253,30404,,기저,Baseload,1482,116,0,0,0,38111,39709,,기저,Baseload,1519,93,0,0,0,34906,36518,,기저,Baseload,1290,83,0,0,0,19286,20659,,기저,Baseload,921,59,0,0,0,13163,14143,,기저,Baseload,901,41,0,0,0,11968,12910,,기저,Baseload,1167,81,0,0,0,16386,17633,
일반,General,1040,620,916,190,18,28256,31039,,일반,General,1036,640,714,149,13,29359,31912,,일반,General,1103,722,832,183,13,42544,45396,,일반,General,985,783,796,174,17,45743,48499,,일반,General,892,762,843,166,18,43483,46164,,일반,General,837,738,756,152,13,64044,66540,,일반,General,891,741,670,161,12,60507,62983,,일반,General,982,837,755,164,14,69549,72302,,일반,General,856,827,752,157,14,46142,48748,,일반,General,932,782,887,163,11,46651,49426,,일반,General,968,734,766,151,39,48041,50699,,일반,General,883,623,790,154,21,38627,41098,
합계,Total,2021,646,916,190,18,36648,40439,,합계,Total,1873,671,714,149,13,36876,40296,,합계,Total,1763,758,832,183,13,51195,54744,,합계,Total,1478,802,796,174,17,52178,55446,,합계,Total,1593,827,843,166,18,55521,58968,,합계,Total,1888,838,756,152,13,93297,96944,,합계,Total,2374,856,670,161,12,98618,102692,,합계,Total,2501,931,755,164,14,104455,108820,,합계,Total,2146,910,752,157,14,65428,69407,,합계,Total,1853,841,887,163,11,59814,63569,,합계,Total,1869,775,766,151,39,60009,63609,,합계,Total,2050,703,790,154,21,55013,58731,
