col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028
2015,47342,7581,55843,84168,61013,5944,103645,727,2863,2015,742,65179,175,356,2815,2787,8741,45438,495361,,,,,,,,
2016,53907,9891,55226,77891,63504,8783,104044,1019,2935,2016,836,62921,182,381,3093,2749,11444,50429,509234,,,,,,,,
2017,58961,19803,52652,79858,60694,8650,122424,1096,2944,2017,810,59679,203,413,2657,2952,19553,27569,520917,,,,,,,,
2018,71010,29474,50336,72015,54295,10367,120715,1349,3215,2018,616,59955,196,422,2626,3595,19902,36973,537061,,,,,,,,
2019,72987,26995,45523,75178,50263,10352,114874,1165,3723,2019,1776,57443,174,429,2835,2371,27826,35938,529851,,,,,,,,
2020,70924,25593,32758,80585,51713,9871,105447,1551,3829,2020,4956,54608,169,450,2511,3425,28611,38982,515983,,,,,,,,
2021,80234,27891,41105,75478,54381,10711,102740,1314,4074,2021,5170,58059,177,461,2737,3642,30244,38643,537061,,,,,,,,
2022,83983,30959,46420,82646,51583,10483,99772,1701,4322,2022,4183,52068,257,542,2370,3153,32279,44657,551380,,,,,,,,
2023,85662,33766,41829,87006,58802,10702,98201,2015,4365,2023,4923,46259,239,604,1913,3769,28755,35860,544671,,,,,,,,
2023.1,8457,3591,4405,6324,5306,922,8937,132,418,2023.1,539,4173,55,85,204,346,2794,3961,50648,,,,,,,,
2,7043,3162,3202,5255,4228,735,8264,123,361,2,355,4386,41,71,219,304,2786,3770,44305,,,,,,,,
3,7996,2844,2757,6478,5469,990,6441,147,375,3,255,3443,22,58,229,344,2895,3339,44082,,,,,,,,
4,6244,2912,2864,6832,5242,965,6869,141,360,4,234,3281,12,45,16,252,2196,2072,40537,,,,,,,,
5,6234,2858,3569,8000,5290,746,6858,154,350,5,351,3136,11,40,34,357,1738,1996,41720,,,,,,,,
6,5970,2553,3615,7925,5071,799,8216,171,334,6,484,3914,10,35,181,301,1678,1884,43141,,,,,,,,
7,7158,2716,4010,8626,5140,997,9977,301,402,7,529,4529,8,33,163,346,2129,2405,49470,,,,,,,,
8,7705,2990,4190,7769,5298,994,10114,214,414,8,524,4887,10,34,137,305,2690,2796,51071,,,,,,,,
9,6869,2699,3311,6996,5029,928,8205,257,343,9,478,3326,9,33,138,327,2538,3101,44588,,,,,,,,
10,6260,2199,2694,6994,4025,931,7171,162,336,10,285,3630,7,38,217,291,2520,3531,41289,,,,,,,,
11,7525,2464,3229,7744,4086,814,7898,112,319,11,413,3478,17,57,185,247,2304,3481,44372,,,,,,,,
12,8202,2777,3981,8062,4618,883,9251,101,354,12,477,4075,36,76,191,348,2488,3525,49445,,,,,,,,
1) 지역 구분은 전력시장에 등록된 발전기의 소재지 기준으로 분류함,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 현재 기준 세종시 소재 발전기의 경우, 2012년 6월까지는 당시의 행정구역을 기준으로, 2012년 7월부터는 세종으로 분류함",,,,,,,,,,,,,,,,,,,,,,,,,,,
3-2. 회원사별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Members,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,A 회원사,,B 회원사,,C 회원사,,D 회원사,,E 회원사,,F 회원사,,기타,,합계,증감률(%),"[단위 : GWh, %]",,,,,,,,,,
,Member A,,Member B,,Member C,,Member D,,Member E,,Member F,,Others,,,,"[Unit : GWh, %]",,,,,,,,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,,,,,,,
2001,81408,41,22803,11.5,19885,10,25215,12.7,25122,12.6,24355,12.3,-,-,198788,,,,,,,,,,,,
2002,115847,41.3,29661,10.6,30883,11,36215,12.9,35238,12.6,32891,11.7,-,-,280734,41.2,,,,,,,,,,,
2003,125865,42,30026,10,31344,10.5,37095,12.4,37246,12.4,32544,10.9,5273,1.8,299394,6.6,,,,,,,,,,,
2004,126609,39.8,35366,11.1,34009,10.7,36440,11.5,46595,14.7,34247,10.8,4635,1.5,317901,6.2,,,,,,,,,,,
2005,141692,41.8,40945,12.1,36303,10.7,36324,10.7,44677,13.2,34590,10.2,4205,1.2,338737,6.6,,,,,,,,,,,
2006,143249,40.4,41516,11.7,37611,10.6,37046,10.4,46756,13.2,40515,11.4,8112,2.3,354805,4.7,,,,,,,,,,,
2007,137913,36.8,42842,11.4,39900,10.7,46986,12.6,50346,13.4,45743,12.2,10653,2.8,374384,5.5,,,,,,,,,,,
2008,145531,37.1,48798,12.4,41067,10.5,45265,11.5,48662,12.4,48281,12.3,14717,3.8,392323,4.8,,,,,,,,,,,
2009,142302,35.1,57459,14.2,43942,10.8,43980,10.8,52524,12.9,48383,11.9,17102,4.2,405692,3.4,,,,,,,,,,,
2010,143620,32.6,58573,13.3,53196,12.1,51122,11.6,57685,13.1,52199,11.8,24473,5.6,440868,8.7,,,,,,,,,,,
2011,152443,33,58039,12.6,51355,11.1,52902,11.4,58085,12.6,51120,11.1,38398,8.3,462343,4.9,,,,,,,,,,,
2012,148515,31.5,60136,12.7,50035,10.6,54126,11.5,61079,12.9,54891,11.6,43014,9.1,471795,2,,,,,,,,,,,
2013,138021,28.8,59243,12.4,55660,11.6,55983,11.7,65719,13.7,54098,11.3,50818,10.6,479541,1.6,,,,,,,,,,,
2014,155042,31.6,63923,13,50216,10.2,48424,9.9,56727,11.6,48585,9.9,67483,13.8,490399,2.3,,,,,,,,,,,
2015,161466,32.6,67116,13.5,43876,8.9,46136,9.3,46819,9.5,46960,9.5,82988,16.8,495361,1,,,,,,,,,,,
2016,158804,31.2,67765,13.3,42925,8.4,48407,9.5,47999,9.4,49292,9.7,94043,18.5,509234,2.8,,,,,,,,,,,
2017,146408,28.1,66727,12.8,50323,9.7,45525,8.7,47724,9.2,48372,9.3,115838,22.2,520917,2.3,,,,,,,,,,,
2018,132135,24.6,64219,12,45628,8.5,49290,9.2,55607,10.4,50767,9.5,139415,26,537061,3.1,,,,,,,,,,,
2019,143156,27,60428,11.4,43391,8.2,44244,8.4,48993,9.2,48207,9.1,141432,26.7,529851,-1.3,,,,,,,,,,,
2020,156988,30.4,48763,9.5,46346,9,37748,7.3,41505,8,43097,8.4,141536,27.4,515983,-2.6,,,,,,,,,,,
2021,155146,28.9,43910,8.2,46296,8.6,44560,8.3,48709,9.1,41613,7.7,156826,29.2,537061,4.1,,,,,,,,,,,
2022,172517,31.3,42219,7.7,44919,8.1,41332,7.5,49641,9,37508,6.8,163243,29.6,551380,2.7,,,,,,,,,,,
2023,176798,32.5,38471,7.1,45157,8.3,39565,7.3,38128,7,34087,6.3,172465,31.7,544671,-1.2,,,,,,,,,,,
2023.1,15297,30.2,3834,7.6,4134,8.2,3946,7.8,4442,8.8,3301,6.5,15693,31,50648,-1.4,,,,,,,,,,,
2,13278,30,3147,7.1,4244,9.6,3404,7.7,3886,8.8,3243,7.3,13103,29.6,44305,-1.8,,,,,,,,,,,
3,14872,33.7,2796,6.3,2986,6.8,2538,5.8,3119,7.1,2626,6,15146,34.4,44082,-4.7,,,,,,,,,,,
4,13335,32.9,2938,7.2,2684,6.6,2828,7,2788,6.9,2375,5.9,13588,33.5,40537,-1.8,,,,,,,,,,,
5,14263,34.2,3205,7.7,2801,6.7,2347,5.6,2813,6.7,2416,5.8,13874,33.3,41720,-0.8,,,,,,,,,,,
6,13894,32.2,3181,7.4,3947,9.1,3035,7,2916,6.8,2746,6.4,13421,31.1,43141,-1.9,,,,,,,,,,,
7,15537,31.4,3388,6.8,4589,9.3,4255,8.6,3287,6.6,3077,6.2,15339,31,49470,-3,,,,,,,,,,,
8,15489,30.3,3896,7.6,4703,9.2,4341,8.5,3734,7.3,3455,6.8,15453,30.3,51071,1.8,,,,,,,,,,,
9,14693,33,2621,5.9,4116,9.2,3462,7.8,2827,6.3,2780,6.2,14089,31.6,44588,4.5,,,,,,,,,,,
10,14860,36,2451,5.9,3423,8.3,2616,6.3,2818,6.8,2656,6.4,12465,30.2,41289,-1.9,,,,,,,,,,,
11,15386,34.7,3014,6.8,3214,7.2,3521,7.9,2630,5.9,2212,5,14395,32.4,44372,3,,,,,,,,,,,
12,15893,32.1,4000,8.1,4315,8.7,3273,6.6,2868,5.8,3198,6.5,15899,32.2,49445,-5.5,,,,,,,,,,,
3-3. 연료원별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Fuel Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,원자력,,석탄,,LNG,,유류,,양수,,신재생,,기타,,합계,증감률(%),"[단위 : GWh, %]",,,,,,,,,,
,Nuclear Power,,Coal,,LNG,,Oil,,PSH,,Renewable,,Others,,,,"[Unit : GWh, %]",,,,,,,,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,,,,,,,
2001,80528,40.5,83308,41.9,17040,8.6,15504,7.8,1528,0.8,880,0.4,0,0,198788,,,,,,,,,,,,
2002,114684,40.9,114579,40.8,31396,11.2,16845,6,2068,0.7,1163,0.4,0,0,280734,41.2,,,,,,,,,,,
2003,124412,41.6,116754,39,34152,11.4,19093,6.4,1978,0.7,3006,1,0,0,299394,6.6,,,,,,,,,,,
2004,125142,39.4,122891,38.7,47489,14.9,17745,5.6,1527,0.5,3108,1,0,0,317901,6.2,,,,,,,,,,,
2005,140367,41.4,129231,38.2,48281,14.3,16615,4.9,1503,0.4,2740,0.8,0,0,338737,6.6,,,,,,,,,,,
2006,142114,40.1,134480,37.9,57074,16.1,15420,4.3,1741,0.5,3977,1.1,0,0,354805,4.7,,,,,,,,,,,
2007,136599,36.5,149114,39.8,65666,17.5,16556,4.4,1398,0.4,5051,1.3,0,0,374384,5.5,,,,,,,,,,,
2008,144254,36.8,166728,42.5,65155,16.6,8965,2.3,2480,0.6,4740,1.2,0,0,392323,4.8,,,,,,,,,,,
2009,141123,34.8,186138,45.9,57555,14.2,12869,3.2,2814,0.7,5193,1.3,0,0,405692,3.4,,,,,,,,,,,
2010,141894,32.2,191007,43.3,85173,19.3,11841,2.7,2774,0.6,8177,1.9,0,0,440868,8.7,,,,,,,,,,,
2011,147763,32,193554,41.9,96005,20.8,9568,2.1,3214,0.7,12237,2.6,0,0,462343,4.9,,,,,,,,,,,
2012,143548,30.4,192623,40.8,105177,22.3,14524,3.1,3634,0.8,12289,2.6,0,0,471795,2,,,,,,,,,,,
2013,132465,27.6,194358,40.5,119875,25,14757,3.1,4088,0.9,13997,2.9,0,0,479541,1.6,,,,,,,,,,,
2014,149199,30.4,197223,40.2,114847,23.4,7596,1.5,5042,1,16491,3.4,1,0.0,490399,2.3,,,,,,,,,,,
2015,157167,31.7,201070,40.6,106426,21.5,9407,1.9,3641,0.7,17634,3.6,15,0.0,495361,1,,,,,,,,,,,
2016,154310,30.3,206610,40.6,111788,22,13308,2.6,3618,0.7,19369,3.8,231,0.0,509234,2.8,,,,,,,,,,,
2017,141278,27.1,229150,44,117636,22.6,5732,1.1,4176,0.8,22604,4.3,340,0.1,520917,2.3,,,,,,,,,,,
2018,127078,23.7,229350,42.7,144067,26.8,6562,1.2,3899,0.7,25607,4.8,499,0.1,537061,3.1,,,,,,,,,,,
2019,138809,26.2,217616,41.1,138902,26.2,4017,0.8,3448,0.7,24592,4.6,2466,0.5,529851,-1.3,,,,,,,,,,,
2020,152583,29.6,187381,36.3,141014,27.3,2188,0.4,3262,0.6,22400,4.3,7155,1.4,515983,-2.6,,,,,,,,,,,
2021,150457,28,188971,35.2,163401,30.4,1998,0.4,3674,0.7,25793,4.8,2767,0.5,537061,4.1,,,,,,,,,,,
2022,167513,30.4,186016,33.7,159617,28.9,1211,0.2,3706,0.7,31351,5.7,1965,0.4,551380,2.7,,,,,,,,,,,
2023,171685,31.5,178930,32.9,153519,28.2,620,0.1,3778,0.7,33719,6.2,2421,0.4,544671,-1.2,,,,,,,,,,,
2023.1,14914,29.4,17321,34.2,15039,29.7,129,0.3,313,0.6,2744,5.4,189,0.4,50648,-1.4,,,,,,,,,,,
2,12962,29.3,15102,34.1,13311,30,99,0.2,259,0.6,2378,5.4,195,0.4,44305,-1.8,,,,,,,,,,,
3,14468,32.8,12319,27.9,13778,31.3,96,0.2,343,0.8,2811,6.4,267,0.6,44082,-4.7,,,,,,,,,,,
4,12906,31.8,12786,31.5,11551,28.5,58,0.1,358,0.9,2682,6.6,197,0.5,40537,-1.8,,,,,,,,,,,
5,13752,33,13244,31.7,11432,27.4,50,0.1,365,0.9,2693,6.5,185,0.4,41720,-0.8,,,,,,,,,,,
6,13467,31.2,14796,34.3,11686,27.1,35,0.1,277,0.6,2703,6.3,176,0.4,43141,-1.9,,,,,,,,,,,
7,15042,30.4,17219,34.8,13568,27.4,36,0.1,271,0.5,3127,6.3,207,0.4,49470,-3,,,,,,,,,,,
8,15084,29.5,18042,35.3,14306,28,35,0.1,262,0.5,3131,6.1,210,0.4,51071,1.8,,,,,,,,,,,
9,14243,31.9,14392,32.3,12517,28.1,19,0,324,0.7,2868,6.4,226,0.5,44588,4.5,,,,,,,,,,,
10,14396,34.9,12677,30.7,10793,26.1,18,0,377,0.9,2831,6.9,197,0.5,41289,-1.9,,,,,,,,,,,
11,14958,33.7,14098,31.8,11900,26.8,17,0,335,0.8,2906,6.5,159,0.4,44372,3,,,,,,,,,,,
12,15494,31.3,16933,34.2,13637,27.6,30,0.1,295,0.6,2844,5.8,213,0.4,49445,-5.5,,,,,,,,,,,
3-4. 시간대별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,구분,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계,"[단위 : GWh, %]"
,1 Hour,2 Hour,3 Hour,4 Hour,5 Hour,6 Hour,7 Hour,8 Hour,9 Hour,10 Hour,11 Hour,12 Hour,,13 Hour,14 Hour,15 Hour,16 Hour,17 Hour,18 Hour,19 Hour,20 Hour,21 Hour,22 Hour,23 Hour,24 Hour,Total,"[Unit : GWh, %]"
2001,8095,7719,7499,7359,7291,7304,7441,7671,8081,8580,8730,8777,2001,8335,8626,8752,8705,8698,8666,8709,8791,8764,8691,8950,8555,198788,
2002,11799,11208,10841,10593,10506,10525,10692,10971,11437,12025,12198,12249,2002,11684,12002,12162,12094,12089,12062,12191,12273,12245,12258,12458,12172,280734,
2003,12398,11849,11544,11300,11229,11280,11489,11766,12226,12820,13000,13040,2003,12500,12813,12956,12877,12865,12844,13003,13102,13195,13033,13303,12963,299394,
2004,13058,12516,12156,11910,11844,11913,12159,12485,12976,13597,13798,13851,2004,13270,13648,13803,13728,13720,13702,13852,13998,14069,13874,14183,13791,317901,
2005,13842,13310,12972,12745,12679,12741,12971,13311,13861,14533,14734,14789,2005,14195,14559,14708,14618,14610,14581,14723,14907,14911,14699,15067,14669,338737,
2006,14398,13823,13500,13326,13340,13471,13731,13999,14537,15227,15458,15512,2006,14797,15255,15433,15338,15314,15307,15461,15632,15559,15325,15754,15306,354805,
2007,15096,14462,14145,14010,14102,14320,14619,14873,15484,16107,16382,16427,2007,15588,16134,16333,16224,16202,16174,16327,16487,16361,16085,16365,16077,374384,
2008,15640,15047,14784,14694,14795,15016,15339,15648,16326,16918,17243,17295,2008,16439,17010,17203,17082,17058,17008,17113,17231,17077,16765,16887,16705,392323,
2009,16006,15444,15238,15181,15283,15514,15860,16189,17000,17623,17946,17938,2009,17025,17667,17863,17739,17697,17635,17713,17795,17597,17256,17325,17156,405692,
2010,17389,16844,16656,16591,16670,16852,17191,17547,18487,19157,19484,19464,2010,18534,19202,19393,19277,19257,19211,19289,19297,19058,18718,18746,18556,440868,
2011,18209,17726,17571,17523,17597,17769,18112,18511,19449,20120,20402,20371,2011,19400,20097,20300,20175,20170,20073,20150,20180,19948,19596,19540,19353,462343,
2012,18564,18164,18044,18010,18093,18212,18451,18834,19883,20560,20823,20793,2012,19865,20542,20710,20579,20568,20443,20499,20515,20285,19911,19803,19643,471795,
2013,18790,18424,18314,18295,18379,18521,18760,19159,20259,20999,21200,21134,2013,20220,20874,21060,20926,20932,20845,20893,20868,20626,20213,20027,19824,479541,
2014,19142,18887,18753,18681,18762,18933,19246,19643,20790,21509,21710,21633,2014,20617,21335,21563,21435,21467,21355,21371,21335,21063,20625,20387,20157,490399,
2015,19252,18787,18635,18592,18692,18865,19249,19863,21159,21862,22047,21972,2015,20930,21656,21909,21800,21858,21737,21715,21649,21351,20860,20548,20371,495361,
2016,19663,19106,18991,18969,19068,19287,19781,20521,21826,22553,22764,22667,2016,21617,22345,22596,22507,22592,22467,22408,22299,21941,21377,21010,20879,509234,
2017,20031,19467,19349,19330,19474,19814,20461,21249,22431,23079,23252,23119,2017,22128,22817,23075,23012,23138,23030,22960,22820,22409,21805,21384,21282,520917,
2018,20737,20165,20044,20014,20136,20434,21041,21818,23147,23740,23837,23669,2018,22782,23415,23679,23665,23869,23818,23740,23583,23159,22531,22064,21974,537061,
2019,20505,19894,19772,19759,19879,20177,20786,21589,22864,23369,23312,23095,2019,22289,22926,23226,23291,23606,23599,23555,23426,23002,22365,21844,21719,529851,
2020,19996,19409,19267,19195,19295,19608,20256,21044,22248,22693,22533,22291,2020,21623,22142,22445,22612,23051,23156,23168,23033,22540,21856,21334,21186,515983,
2021,20690,20169,19995,19899,20009,20379,21135,22063,23211,23521,23284,23038,2021,22493,23005,23344,23606,24116,24308,24349,24164,23585,22772,22067,21858,537061,
2022,21394,20878,20616,20458,20554,20928,21688,22651,23859,24085,23747,23405,2022,22866,23362,23725,24072,24719,25015,25115,24941,24360,23546,22835,22561,551380,
2023,21138,20427,20168,20085,20168,20465,21161,22138,23329,23749,23597,23174,2023,22661,23218,23577,23903,24422,24692,24885,24759,24153,23369,23000,22431,544671,
2023.1,2002,1949,1920,1905,1913,1949,2019,2117,2264,2284,2233,2164,2023.1,2087,2106,2128,2164,2224,2267,2265,2222,2159,2103,2102,2102,50648,
2,1762,1706,1688,1682,1692,1727,1792,1881,1994,1995,1940,1868,2,1797,1822,1838,1860,1905,1942,1978,1961,1907,1858,1859,1852,44305,
3,1765,1706,1695,1696,1711,1748,1809,1886,1944,1926,1864,1792,3,1741,1768,1790,1818,1877,1926,1988,2001,1954,1908,1897,1869,44082,
4,1623,1571,1562,1558,1569,1590,1630,1674,1715,1723,1697,1657,4,1616,1659,1686,1712,1754,1781,1826,1855,1821,1777,1760,1721,40537,
5,1634,1582,1574,1574,1578,1587,1621,1664,1725,1759,1762,1738,5,1704,1758,1795,1826,1860,1875,1902,1921,1894,1836,1803,1748,41720,
6,1649,1593,1571,1562,1562,1571,1617,1692,1787,1852,1869,1856,6,1825,1889,1924,1943,1978,1980,1989,1990,1961,1886,1834,1763,43141,
7,1843,1774,1738,1724,1722,1738,1811,1914,2055,2166,2212,2206,7,2183,2239,2266,2275,2299,2292,2295,2289,2242,2144,2069,1972,49470,
8,1903,1829,1789,1768,1767,1786,1850,1952,2102,2219,2268,2272,8,2246,2311,2343,2359,2396,2402,2403,2397,2327,2216,2134,2032,51071,
9,1690,1634,1611,1602,1606,1630,1682,1758,1864,1930,1947,1933,9,1908,1967,2000,2021,2056,2066,2077,2064,1991,1911,1857,1782,44588,
10,1619,1566,1548,1542,1550,1574,1627,1693,1741,1732,1704,1675,10,1652,1705,1750,1799,1861,1904,1944,1915,1864,1809,1783,1733,41289,
11,1724,1663,1647,1649,1661,1694,1763,1857,1944,1933,1897,1858,11,1810,1864,1907,1950,2000,2029,2019,1986,1932,1880,1868,1837,44372,
12,1924,1852,1824,1824,1837,1872,1941,2051,2196,2231,2203,2155,12,2091,2130,2148,2176,2211,2228,2198,2159,2099,2041,2035,2019,49445,
1) 시간대별 거래량은 소수점 없이 반올림한 수치로 1시~24시의 합산값이 합계(Total)과 동일하지 않을 수 있습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
